链接,赞,转发,评论,时间,内容概要
http://m.weibo.com/1241679004/DxJLB29f3,3846,204,403,05月29日 09:49?来自iPhone 6,敌人的敌人不一定是朋友，有可能是另外一批牛鬼蛇神。
http://m.weibo.com/1241679004/DxHr59tOu,3360,52,955,05月29日 03:53?来自iPhone 6,吃瓜群众开动了[哈哈][哈哈]
http://m.weibo.com/1241679004/DxGMfjRgM,3587,77,836,05月29日 02:12?来自iPhone 6,刚去超市买的西瓜，一个印度大叔帮我选的[鼓掌][鼓掌]
http://m.weibo.com/1241679004/DxGsugdTE,3736,104,1048,05月29日 01:24?来自iPhone 6,天天吃南瓜，革命打天下[喵喵][喵喵]
http://m.weibo.com/1241679004/DxG2Kyflb,1719,38,305,05月29日 00:20?来自iPhone 6,苦海无边，回头是岸[酷][酷]
http://m.weibo.com/1241679004/DxAplsvc8,1143,179,650,05月28日 10:00?来自微博 weibo.com,微博发布文字：太恐怖了，我都不敢一个人坐公交车了，说说我一个开公交末班车的朋友这几年遇到的灵异事件，真是太惊悚了。你所坐的公交车，乘客不一定都是活人…. [可怜][可怜] http://t.cn/R5Aqaoa
http://m.weibo.com/1241679004/DxyayqBWJ,1456,472,1241,05月28日 04:18?来自iPhone 6,不明真相前排吃瓜看戏群众在此围观[互粉][互粉]，希望看到更多真相[傻眼][傻眼] http://t.cn/R52Uu0n
http://m.weibo.com/1241679004/DxwDtFh2K,3419,73,862,05月28日 00:23?来自iPhone 6,刚跑步回来，抓了一把苦菜[鼓掌][鼓掌]
http://m.weibo.com/1241679004/DxqzybqmR,1356,814,397,05月27日 08:57?来自iPhone 6,#最理想的婚姻#不应该为父母亲结婚，应该想着跟自己喜欢的人白头偕老的去结婚.....此视频献给不愿将就的你。[心]秒拍视频
http://m.weibo.com/1241679004/DxnGxbGEo,3488,151,2614,05月27日 01:36?来自iPhone 6,白富美之帕瑞斯希尔顿，看了她的照片，我觉得范冰冰一点儿都不美[挖鼻][挖鼻]
http://m.weibo.com/1241679004/DxmInukWw,1653,1672,2192,05月26日 23:08?来自iPhone 6,【再见校园暴力！#初中生教室遭暴打#】近日，网上流传一段视频，一名初中生模样的少年在教室遭到三名同龄人暴打，三人拳打脚踢，还抡起了板凳、簸箕。另有1人在旁拍摄视频。听口音应是发生在陕西某地。秒拍视频
http://m.weibo.com/1241679004/Dxi3cw2br,1625,56,299,05月26日 11:16?来自iPhone 6,男神重获自由，可喜可贺[挖鼻][挖鼻]
http://m.weibo.com/1241679004/DxfwJdpuo,1934,21,380,05月26日 04:50?来自iPhone 6,刚从树干上起身，发现一窝蚂蚁蛋被我踩死一半，罪过罪过[下雨][下雨]
http://m.weibo.com/1241679004/Dxfje2ADc,3320,65,954,05月26日 04:17?来自iPhone 6,大树底下好乘凉[挖鼻][挖鼻]
http://m.weibo.com/1241679004/DxdbJpYec,548,309,119,05月25日 22:53?来自iPhone 6,#90后施火火#施襄受雇于@通付盾科技 先以网络抹黑，后又以200元每人派人去@同盾科技 发布会现场发传单，拉横幅，所派之人被警察带走。施襄拿着某宽海的名片想混进发布会现场捣蛋，被发现后，又发微博自称被监视。同盾科技已起诉通付盾和施襄。施襄自称“水军之王”，曾微博做假抽奖活动被360扫地出门！
http://m.weibo.com/1241679004/DxcOy9iDB,1496,55,408,05月25日 21:56?来自iPhone 6,其实根据我个人的研究成果，人口过于密集的国家和地区。结婚和生育都非常困难，有很多人终身不婚或高龄（45周岁以上）无婚。比如新加坡，日本，韩国，上海，纽约等地。所以我对计划生育政策是一种支持的态度。
http://m.weibo.com/1241679004/DxcHiaGcs,600,118,369,05月25日 21:38?来自iPhone 6,抱歉，此微博已被删除。查看帮助：http://t.cn/8sYl7Qb
http://m.weibo.com/1241679004/Dx8gf1gjm,5776,181,2016,05月25日 10:20?来自iPhone 6,睡前必须有自拍[酷][酷]
http://m.weibo.com/1241679004/Dx84quyFH,1342,310,192,05月25日 09:51?来自iPhone 6,兔子冰淇淋。看的我心里小兔乱撞啊~~~啊~~~啊~~~
http://m.weibo.com/1241679004/Dx6YTCnrx,3469,229,957,05月25日 07:05?来自微博 weibo.com,之前我一直在指甲店工作，在我看来，这份工作与我在上海时做销售员或收银员相比，已经很不错了。一天没客人时，一个同事说：“人家都看不上我们这样低等的工作。”听了这话我吃了一惊，才意识到原来做指甲工是“低等工作。”人们从中国偷渡而来，编造谎言拿身份。指甲店，中餐馆，洗衣店遍地开花，似乎?全文
http://m.weibo.com/1241679004/Dx42rlmv6,1471,742,554,05月24日 23:35?来自iPhone 6,真的要让医生以后都这样上班吗？谁来保护他们哎
http://m.weibo.com/1241679004/Dx3E4a2k8,2792,256,643,05月24日 22:35?来自iPhone 6,平民奥巴马的日常[哆啦A梦吃惊][哆啦A梦吃惊]
http://m.weibo.com/1241679004/Dx2ey1Ugy,2633,10089,2421,05月24日 19:00?来自微博 weibo.com,#全球恶搞不再体#不得不说原创才是传播的动力。作为旅美作家，我不想低调了。“励志不再是故事，每个人都应该坚持”@最会游旅游 参与最会游app#原创你的不再体#赢取旅行大奖，新用户注册还有350元红包 http://t.cn/R5zeyMx
http://m.weibo.com/1241679004/Dx291hDDx,3227,308,1040,05月24日 18:46?来自iPhone 6,单身女人不用愁，单身女人更易做总统[doge][doge]
http://m.weibo.com/1241679004/DwY1UboaC,726,136,300,05月24日 08:17?来自iPhone 6,【偷渡客在美杀人事件】2013年10月，纽约布鲁克林发生了一起让纽约和华人社区都极为震惊的五口杀人案。偷渡到美国，借住在表哥家的25岁打工仔陈闽东杀害了表嫂和她的4个孩子，被判125年至无期徒刑。自打偷渡到美国，陈闽东就活在孤岛之中。在失去拿到绿卡的希望后，他残忍地埋葬了自己和被害者一家的美?全文
http://m.weibo.com/1241679004/DwWoND5s9,6545,222,1409,05月24日 04:08?来自iPhone 6,刚看到腾讯网一篇描述美国餐馆工的文章，感觉特别真实，去外州餐馆工作特别孤独。我唯一比别人好的地方是我会讲一点儿英文，会用谷歌地图，所以周末可以四处转一转。刚来美国时，我在中国是一个“丑陋”的人物，人人都认识我，也人人都骂我，在外州没有人认识我的地方，倒是一个难得的好去处。餐馆里的?全文
http://m.weibo.com/1241679004/DwVlMbKzb,2573,96,1104,05月24日 01:28?来自iPhone 6,荔枝狗肉节快到了，爱狗人士需早做准备[微笑][微笑]
http://m.weibo.com/1241679004/DwTrfCv3E,737,87,395,05月23日 20:36?来自iPhone 6,#热点#【美国办野鸡大学查22所黑中介 上千留学生或被遣返】为打击签证造假，美国实行“钓鱼执法”，设立野鸡大学以引诱不法中介上门。布局两年多后，22个黑中介被查。这些黑中介累计为超1千名国际学生挂靠学校、获取签证。据悉，这些学生主要来自中国和印度，或将面临遣返。美钓鱼执法上千留学生或被遣返
http://m.weibo.com/1241679004/DwNGn9xyJ,2213,113,890,05月23日 05:57?来自iPhone 6,布鲁克林希望公园的临时集市，这城管也太温柔了，跟天朝的城管没法比[挖鼻][挖鼻]
http://m.weibo.com/1241679004/DwNfCB1Nl,4684,123,830,05月23日 04:51?来自iPhone 6,早已年老色衰的我，刚才居然有一名黑人妇女跑来跟我说：hey,you are pretty..唉，这个世上还是好人多啊……[爱你][爱你]
http://m.weibo.com/1241679004/DwNfwoLc8,1372,21,350,05月23日 04:51?来自iPhone 6,守株待兔[喵喵][喵喵]
http://m.weibo.com/1241679004/DwMGeyWe7,1645,50,383,05月23日 03:24?来自iPhone 6,欢乐的美国人民[爱你][爱你]
http://m.weibo.com/1241679004/DwLmphC3V,1680,74,219,05月23日 00:02?来自iPhone 6,#阿杜当爹# 今天晚上，@阿杜 在微博宣布升级当爹的喜讯，并晒出一张抱着孩子的照片，孩子闭着眼睛，画面温馨有爱。1月11日，阿杜在微博公布婚讯，据悉，杜太太并非圈内人，从事房地产业，阿杜未出道前两人就在一起，分分合合经历了二十几年→歌手阿杜升级当爸 抱孩子温馨 恭喜！[心]
http://m.weibo.com/1241679004/DwKtG9pjE,1918,78,524,05月22日 21:47?来自iPhone 6,崇洋媚外的方舟子[拜拜][拜拜]
http://m.weibo.com/1241679004/DwFQe5V2S,895,463,214,05月22日 09:59?来自iPhone 6,搜房网总裁致信校友李彦宏：老同学 品牌保护费我不再交了，搜房网CEO李忠近日向李彦宏发公开信，信中控诉搜房网百度搜索中遭遇不公，并表示诉讼无望，#贸贸观点# 对此你怎么看？
http://m.weibo.com/1241679004/DwFEdcRrh,3159,123,1195,05月22日 09:30?来自iPhone 6,发两张新疆水果图[微笑][微笑]
http://m.weibo.com/1241679004/DwDroaKia,1351,109,382,05月22日 03:53?来自iPhone 6,巴西里约奥委会将向运动员发放45万枚避孕套[哈哈][哈哈]
http://m.weibo.com/1241679004/DwD0SCKca,690,160,441,05月22日 02:47?来自iPhone 6,美国国家科学院发布报告，宣布#转基因食品#对人体无害。转基因食品不会增加癌症、糖尿病、肥胖症、肾病、消化道疾病、过敏症以及自闭症等疾病的风险。在过去二十年里转基因生物一直备受争议，这份300多页的报告是否能解决这持续不断的争议呢？ 转基因食品无损健康 美国科学院报告引争议
http://m.weibo.com/1241679004/DwBYMydnL,5043,84,1155,05月22日 00:09?来自iPhone 6,美国龙虾比中国的个头大，不管你怎么跳，你都是我碗里一盘菜[眼泪][眼泪]
http://m.weibo.com/1241679004/DwBf3lFl9,2308,27,513,05月21日 22:17?来自iPhone 6,小西瓜好可爱[可爱][可爱]
http://m.weibo.com/1241679004/DwAqkFu5y,2977,128,661,05月21日 20:12?来自iPhone 6,我这人有两个缺点，一是怕苦，二是怕死[斜眼][斜眼]
http://m.weibo.com/1241679004/DwAanpUQ7,3539,1153,146,05月21日 19:32?来自iPhone 6,前重庆市委书记薄熙来之子薄瓜瓜从美国哥伦比亚大学毕业获法学博士学位。
http://m.weibo.com/1241679004/DwvJE5C68,11461,420,3976,05月21日 08:16?来自iPhone 6,路人罗玉凤...[好囧][好囧]
http://m.weibo.com/1241679004/DwvxJiwNy,2424,346,1087,05月21日 07:46?来自iPhone 6,辽宁沈阳新版女体盛，美女服务员上菜[好囧][好囧]
http://m.weibo.com/1241679004/DwvskvQ67,1569,68,354,05月21日 07:33?来自iPhone 6,美国白宫因附近发生枪击案而暂时关闭。当总统都感觉不安全的时候，也许就会禁止枪支了吧……[挖鼻][挖鼻]
http://m.weibo.com/1241679004/DwudItB7m,4819,102,1136,05月21日 04:24?来自iPhone 6,在这个全民狂欢的节日里，发点不太和谐的[好囧][好囧]
http://m.weibo.com/1241679004/DwrbYcrTo,1794,34,220,05月20日 20:42?来自iPhone 6,#霍建华表白林心如# 今天中午，霍建华 @华杰工作室 发微博称：“希望得到大家的祝福”并@林心如 ，520公开晒恋情。新浪娱乐独家求证，霍建华经纪人表示“他们在一起了，希望得到大家的祝福”[心]恭喜！快来看甜蜜美照→ 霍建华520示爱林心如
http://m.weibo.com/1241679004/DwmBMgS85,1681,173,198,05月20日 09:01?来自iPhone 6,班里有俩男生，因为偷偷打牌把生活费输光了，接下来的一个月里，每天中午和晚饭时都会看见下面的场景：两个男生站在宿舍楼下，一人手里拿一个勺子，看见认识的人打饭回来就挖一勺饭吃。他们就这样坚强地活了一个月。
http://m.weibo.com/1241679004/DwjO9frrt,3369,307,613,05月20日 01:54?来自微博 weibo.com,这些场景大家还记得吗？[笑cry][笑cry]
http://m.weibo.com/1241679004/Dwjfi0Cl8,3452,58,878,05月20日 00:28?来自iPhone 6,海带莲藕排骨汤[爱你][爱你]
http://m.weibo.com/1241679004/DwhtFFctI,1360,1423,272,05月19日 19:58?来自iPhone 6,一位熊猫基地工作人员的日常↓↓笑cry了！院子里的叶子估计扫一天都扫不完了……成都熊猫基地的80后饲养员梅燕@梅梅盼达 ，从业八年，先后喂养过50多只大熊猫。（视频：pandapia）秒拍视频
http://m.weibo.com/1241679004/DwhkyqmGp,3234,193,544,05月19日 19:35?来自iPhone 6,英国首相卡梅伦坐地铁，屌丝味尽显[许愿][许愿]
http://m.weibo.com/1241679004/DwdCiiHYy,2081,188,850,05月19日 10:08?来自iPhone 6,听说马云同志成为了白宫和人民大会堂的座上宾，所以我问下风光无限的马云同学：1，你有没有强迫工人加班？2，你的员工是否都按时拿到工资？3，你的代理商有没有诈骗行为？4，你的淘宝上有没有卖过假货？5，是不是有客户曾经对阿里巴巴恨之入骨？
http://m.weibo.com/1241679004/Dwco83Q8y,2446,48,597,05月19日 07:00?来自iPhone 6,鱼儿我爱你[爱心]?，快到我碗里来[馋嘴]
http://m.weibo.com/1241679004/DwceQ7Q2R,4602,100,494,05月19日 06:37?来自iPhone 6,一名落魄的不知名画家，虽然没人认识他，但是我觉得他的画比莫奈的干草堆要好[许愿][许愿]
http://m.weibo.com/1241679004/DwbQ3eiSF,5031,308,6317,05月19日 05:36?来自iPhone 6,邓紫棋新look[转发][转发]，腰部好像挂着一些虫子，年轻人的美老衲真的欣赏不了[笑哈哈][笑哈哈]
http://m.weibo.com/1241679004/DwbCxyYSE,1398,16,373,05月19日 05:03?来自iPhone 6,漂亮的透视装[爱你][爱你]
http://m.weibo.com/1241679004/Dw9pIvKyF,1934,23,315,05月18日 23:26?来自iPhone 6,富贵竹的茁壮成长使养死过许多栀子花的我信心猛增[拜拜][拜拜]
http://m.weibo.com/1241679004/Dw8Uvm7ng,859,104,207,05月18日 22:09?来自iPhone 6,【俄美女13年不剪头发 成真人版"长发公主"】经典童话主角“长发公主”拥有一头美丽的金色长发，令许多女孩非常向往。而据台湾ETtoday东森新闻云5月17日报道，俄罗斯最近有名网络红人Dashik Gubanova就因13年来没剪过头发而被封为真人版长发公主。据了解，Dashik Gubanova会一直留下去，目标是到脚趾，?全文
http://m.weibo.com/1241679004/Dw8hDD0MW,1374,19,321,05月18日 20:33?来自iPhone 6,希拉里真会装啊……
http://m.weibo.com/1241679004/Dw4QqdjFc,2630,341,624,05月18日 11:48?来自iPhone 6,缅因州龙虾成灾，美帝国主义需要吃货的拯救[躁狂症][躁狂症]
http://m.weibo.com/1241679004/Dw4Eg5SQd,1867,45,364,05月18日 11:18?来自iPhone 6,[互粉][互粉]
http://m.weibo.com/1241679004/Dw09he9Fl,2888,112,1247,05月17日 23:51?来自iPhone 6,有些人一直很美，一直被男人称女神，却一直单身....
http://m.weibo.com/1241679004/DvUXrviHX,3936,201,831,05月17日 10:38?来自iPhone 6,曾有人说我是流氓无产者，我想我的存在只是为了把光鲜外表下的苍蝇捞出来给人看。
http://m.weibo.com/1241679004/DvQ4jkdyf,2181,264,692,05月16日 22:11?来自iPhone 6,之前看苹果代工厂的新闻：十几个人一间宿舍，工人每周工作时间超过60小时，每月薪水仅2300人民币。这使我想起了在上海找工作的日子，一个企业家有社会责任感才可以被称为企业家，如果只是为了赚钱，那就只是一个资本家。就像工人接受采访时说的那样：老板只是把我们当作了会赚钱的机器.....
http://m.weibo.com/1241679004/DvLhoa0pN,5679,6478,7368,05月16日 10:00?来自微博 weibo.com,今天有多少上海的朋友见到我的海报了[doge][doge]，你们还可以来纽约找我[太开心][太开心] http://t.cn/Rq3drkf
http://m.weibo.com/1241679004/DvKuZaDMW,3102,136,621,05月16日 08:00?来自iPhone 6,女人一定要减肚子，不然会让人误会怀孕了[泪][泪]
http://m.weibo.com/1241679004/DvJvYg8NX,2820,137,743,05月16日 05:30?来自iPhone 6,女人没胸也挺好的，看起来瘦[兔子][兔子]
http://m.weibo.com/1241679004/DvI34mkTf,4077,80,1032,05月16日 01:46?来自iPhone 6,我觉得，跟很多名人比起来，我已经是十分低调的了......
http://m.weibo.com/1241679004/DvHC8wfJE,936,46,148,05月16日 00:40?来自iPhone 6,至尊诱惑！《花样姐姐》中@林志玲 一袭红色露背长裙跳探戈，和男舞伴互动起来眼神迷离风姿醉人→至尊诱惑!林志玲跳探戈 这才是“花样姐姐”的正确打开方式！(小编满意脸)
http://m.weibo.com/1241679004/DvHuJCRIB,1233,58,292,05月16日 00:21?来自iPhone 6,底特律市是密歇根州的城市。靠近五大湖区，之前是汽车城，后来破产，之后一蹶不振，据说最便宜的房子价格低至一美元，无论经济发展还是社会治安在美国应该都是垫底的存在，能够在底特律街头出没的应该都是比较胆大的同志......
http://m.weibo.com/1241679004/DvGSw4mhR,1286,1084,358,05月15日 22:47?来自iPhone 6,街头探秘：美国乞丐一天能挣多少钱？震惊！#原创街头测试# #全球乞丐收入# 秒拍视频（使用#秒拍#录制）
http://m.weibo.com/1241679004/DvGguD34K,2186,141,495,05月15日 21:14?来自iPhone 6,#李宇春2016戛纳# 首日“黑天鹅”红毯造型曝光！[偷乐]你春捂了很久的奶奶灰终于露出了真容！还有这深V！这大裙摆！等到这么晚还没睡的你觉得值吗？[doge][喵喵] #李宇春黑天鹅# @李宇春疯狂工作室
http://m.weibo.com/1241679004/DvBTHFINI,2486,44,623,05月15日 10:06?来自iPhone 6,苹果醋，人家说它养颜又美容，吃了好像真的美了很多[害羞][害羞]
http://m.weibo.com/1241679004/DvzwdlN04,1687,19,239,05月15日 04:03?来自iPhone 6,中央公园划船的人们[互粉][互粉]
http://m.weibo.com/1241679004/DvzgCwpVW,2005,23,295,05月15日 03:25?来自iPhone 6,美国也有障眼法呢，围着的这几个球花是塑料的[甩甩手][甩甩手]
http://m.weibo.com/1241679004/DvyrsEG50,2592,82,550,05月15日 01:19?来自iPhone 6,原味豌豆尖[馋嘴][馋嘴]
http://m.weibo.com/1241679004/DvrC4nvjw,1038,45,163,05月14日 07:56?来自iPhone 6,想对关心我的朋友说一句：谢谢惦记。老胡奄奄一息地活着并且长寿。
http://m.weibo.com/1241679004/DvqmLshBe,4281,71,660,05月14日 04:45?来自iPhone 6,高贵冷艳林志玲[鼓掌][鼓掌]
http://m.weibo.com/1241679004/Dvjsri9oD,1757,73,552,05月13日 11:10?来自iPhone 6,不一样的金卡戴珊.....[不好意思][不好意思]
http://m.weibo.com/1241679004/Dvj3DizCQ,2107,568,408,05月13日 10:09?来自iPhone 6,从蓝翔大学毕业的国家元首[互粉][互粉]....
http://m.weibo.com/1241679004/DvimJxlAB,2945,48,985,05月13日 08:23?来自iPhone 6,刚做的[馋嘴][馋嘴]，饭没了，洗好米忘了放水直接干锅烧了，准备吃饭时才发现....[黑线]
http://m.weibo.com/1241679004/Dvedrpvfc,5860,321,1530,05月12日 21:49?来自iPhone 6,前几天我把邻居的狗告了，因为他们的狗没有拴链子，我只是想证明人权比狗权大[拜拜][拜拜]
http://m.weibo.com/1241679004/Dve1p0z4K,1121,169,413,05月12日 21:20?来自iPhone 6,狗仔刚刚公布了他们拍到的张馨予劲爆视频。聚会上，她与三名男子搂抱，并被摸胸。其中一名男人被认出是某部电视剧的制片人，张馨予正在拍这部剧，两人动作十分亲密，张馨予还主动亲吻他。更劲爆的是，张馨予随后和一名女子当众激吻！OMG，玩的太火了，毁三观！
http://m.weibo.com/1241679004/DvdYvB2cW,3322,83,446,05月12日 21:12?来自iPhone 6,巩俐永远优雅[互粉][互粉]
http://m.weibo.com/1241679004/Dva6eFV53,1758,232,615,05月12日 11:20?来自微博 weibo.com,发布了头条文章：《叔叔不是人，奶奶去世那天，他禽兽不如干出这种事情！》 [哼][哼] 叔叔不是人，奶奶去世那天，他禽兽不如干出这种事情！
http://m.weibo.com/1241679004/Dv98m7SsI,1356,19,353,05月12日 08:53?来自iPhone 6,好大的西瓜[噢耶][噢耶]
http://m.weibo.com/1241679004/Dv78r273L,2069,248,830,05月12日 03:48?来自iPhone 6,江青年轻的时候很美，是知名舞蹈家...
http://m.weibo.com/1241679004/Dv6Vy1Gah,1092,14,287,05月12日 03:16?来自iPhone 6,困了睡觉觉[哈欠][哈欠]
http://m.weibo.com/1241679004/Dv5124rHo,1460,60,230,05月11日 22:24?来自iPhone 6,海魂衫曾经很流行[不好意思][不好意思]
http://m.weibo.com/1241679004/Dv2BtwdjX,3089,111,982,05月11日 16:15?来自iPhone 6,如果我当了纽约市长，我一定会向纽约所有30岁以上的单身男性收取每人每年1000美金的单身税.....
http://m.weibo.com/1241679004/Dv2qesZX6,1476,54,337,05月11日 15:48?来自iPhone 6,政治家都有其虚伪之处……
http://m.weibo.com/1241679004/DuXfJrDjd,2207,41,611,05月11日 02:38?来自iPhone 6,减肥餐薏米山药粥，此物微寒，但天气热时吃吃没事.....[兔子][兔子]
http://m.weibo.com/1241679004/DuVD8ekjC,641,50,200,05月10日 22:30?来自iPhone 6,【北大医学部被指强制女生跳短裙操，校方回应：统一发打底裤】近日，北大医学部学生反映，学校强制本学期修体育课的所有女生进行跳操训练，为即将到来的校运动会进行表演，否则将被扣分。有部分女生称，统一发放的裙裤过短，动作大时很容易走光。对此，学校负责人称，已决定统一发放打底裤，并非强制参?全文
http://m.weibo.com/1241679004/DuQWHfv09,929,170,379,05月10日 10:35?来自iPhone 6,【李彦宏发内部信：强调用户至上 牺牲收入在所不惜】新浪科技独家获悉，百度公司董事长兼CEO李彦宏今日面向全员发出内部信，信中表示：强调用户至上 牺牲收入在所不惜。内部信全文：李彦宏内部信:勿忘初心不负梦想
http://m.weibo.com/1241679004/DuQetDpKE,1525,97,237,05月10日 08:46?来自iPhone 6,65岁西班牙模特伊莎贝尔.普瑞斯勒容颜美貌如少女....她在生育5个子女后依然保持窈窕身材[许愿][许愿]
http://m.weibo.com/1241679004/DuPYPfr0b,1481,1680,297,05月10日 08:07?来自iPhone 6,男生由帅变丑 是一种怎样的体验？是这种体验，哈哈……难道是蜀黍的打开方式不对！ [哈哈]秒拍视频
http://m.weibo.com/1241679004/DuOZP1s8b,2711,128,826,05月10日 05:37?来自iPhone 6,今天去吃的法国大餐……
http://m.weibo.com/1241679004/DuOW809GN,2874,500,694,05月10日 05:28?来自iPhone 6,有些女星长得不漂亮，还不允许别人说她不漂亮[拜拜][拜拜]
http://m.weibo.com/1241679004/DuLMpA9Zu,1761,15,362,05月09日 21:26?来自iPhone 6,[甩甩手][甩甩手]
http://m.weibo.com/1241679004/DuHzQqzKT,1763,61,511,05月09日 10:44?来自微博 weibo.com,听说纽约的很多人不结婚不生孩子是为了打拼事业，我感到非常的不解，纽约人口840万，但是总统只有一个，而且总统常常不是来自于纽约。
http://m.weibo.com/1241679004/DuGXJoTYI,1814,73,397,05月09日 09:10?来自iPhone 6,辣子鸡丁[馋嘴][馋嘴]，一大堆辣椒里面混入了几块鸡肉，就卖出了一碗鸡肉的价钱。不知道是谁发明的这道菜，实在是太会做生意了[许愿][许愿]
http://m.weibo.com/1241679004/DuFB11NSq,1783,41,333,05月09日 05:41?来自iPhone 6,我关注了帕内斯.希尔顿[笑哈哈][笑哈哈]。。。这是我在网上找到的她唯一一张比较正常的照片，希尔顿家族虽然很有钱，但是希尔顿女士一直本着勤俭节约的精神，穿的衣服布料都很少，这让我感到非常感动[许愿][许愿]
http://m.weibo.com/1241679004/DuFg7Aalk,2237,81,973,05月09日 04:50?来自iPhone 6,晒晒我的手[爱你][爱你]
http://m.weibo.com/1241679004/DuDll1co9,2918,68,922,05月08日 23:57?来自iPhone 6,灰灰菜，昨天在家门口发现的[鼓掌][鼓掌]，其实我发现隔壁家花坛里也有，但是又想起了兔子不吃窝边草的古训[黑线][黑线]
http://m.weibo.com/1241679004/DuxQenxwl,1624,103,482,05月08日 09:57?来自iPhone 6,牛油果原本是给猛犸象吃的食物，那时候牛油果核很大也很硬，经过猛犸象的消化再排出体外，果核会很快发芽。猛犸象是早期人类的重要狩猎对象，但是因为气候的变化，猛犸象和剑齿虎都在7000年前灭绝了。牛油果继续生存了下来，也许是因为人类喜欢它吧，虽然它卖得很贵。
http://m.weibo.com/1241679004/DuxrBgXWp,1156,403,339,05月08日 08:56?来自iPhone 6,八十多九十多的不坦然，让二十多的坦然。
http://m.weibo.com/1241679004/DuuUIxxF2,2328,361,1227,05月08日 02:29?来自微博 weibo.com,文章公共场所吸烟都上法治节目了，真是人人喊打的节奏，你们怎么看？ 秒拍视频
http://m.weibo.com/1241679004/Duup042Gn,2480,92,569,05月08日 01:11?来自iPhone 6,想把栀子花吃掉[爱你][爱你]
http://m.weibo.com/1241679004/DutIz2bUa,2082,29,405,05月07日 23:27?来自iPhone 6,出去走走还是有好处的，旅游几天回来人瘦了一截...[爱你][爱你]
http://m.weibo.com/1241679004/Dutlt1Mlk,2746,62,651,05月07日 22:30?来自iPhone 6,美国没有香椿芽卖，网上只有香椿树和香椿种子，想吃香椿还得自己种，唉[汗][汗]
http://m.weibo.com/1241679004/Duoqg2pUs,2989,34,849,05月07日 09:58?来自iPhone 6,旅游九天归来，它们都还在[笑cry][笑cry]
http://m.weibo.com/1241679004/Dum6CcnZf,2810,159,445,05月07日 04:04?来自iPhone 6,今天中午吃的烤土豆，味道非常好，就是上面放的cheese 让人受不了……
http://m.weibo.com/1241679004/DukKBftur,2495,87,403,05月07日 00:37?来自iPhone 6,全世界大多数国家都有法律保护妇女儿童的权利，但是没有一项保护单身狗的法律，这太不公平了[泪][泪]
http://m.weibo.com/1241679004/DufB35WHG,1746,32,423,05月06日 11:30?来自iPhone 6,牛油果，非常喜欢它的口感，但是单独吃两口还是会腻[失望][失望]
http://m.weibo.com/1241679004/DueNCj0GS,976,63,278,05月06日 09:28?来自iPhone 6,亚特兰大动物园，这里居住着大熊猫伦伦和洋洋夫妻俩与它们的双胞胎女儿美轮美奂，动物园需每年向中国政府支付320万美元租金。曾有文章以“大熊猫吃穷美国动物园”为题，报道了亚特兰大熊猫家族奢侈的生活。动物园有6名员工专职收集大熊猫食材，大熊猫饮食挑剔，每隔几天就要换一种口味，目前有大约600?全文
http://m.weibo.com/1241679004/Dueupr8J3,2264,350,973,05月06日 08:41?来自iPhone 6,守宫砂是中国古代检验处女之物。捉来一只雌性壁虎，每日喂其朱砂，当一只壁虎吃下7斤朱砂，它就会变得通体透红。将壁虎捣碎，点在初生女婴的胳膊上，直到女孩长大，与男性发生性关系，这个红色的印记才会消掉……
http://m.weibo.com/1241679004/DudEopw6o,2560,40,548,05月06日 06:33?来自iPhone 6,吃中餐[鼓掌][鼓掌]
http://m.weibo.com/1241679004/DuduqyFG8,1693,20,261,05月06日 06:08?来自iPhone 6,这里的野生金银花好多，路边到处是[抢到啦][抢到啦]
http://m.weibo.com/1241679004/DudsEBUsm,1360,19,238,05月06日 06:04?来自iPhone 6,这里的野菜都长这么高了[爱你][爱你]
http://m.weibo.com/1241679004/Dub1HcDsg,1571,18,312,05月05日 23:52?来自iPhone 6,亚特兰大的电梯....[拍照][拍照]
http://m.weibo.com/1241679004/Duab7kIez,1293,88,488,05月05日 21:42?来自iPhone 6,古人的旅游方式和现代人不一样：远上寒山石径斜（xia)/白云生处有人家/停车做爱枫林晚/霜叶红于二月花[酷][酷]
http://m.weibo.com/1241679004/Du68wnSL7,2243,86,424,05月05日 11:25?来自iPhone 6,人与人之间是不能比的，因为事实总是让人沮丧.....[失望][失望]
http://m.weibo.com/1241679004/Du4NeD2WS,2508,159,567,05月05日 08:00?来自iPhone 6,一个人生活的意义不是为了自己过得好，而是为了更多的人过得好.....
http://m.weibo.com/1241679004/Du4ov5H1x,1841,57,374,05月05日 06:59?来自iPhone 6,亚特兰大的石山公园，风景非常优美，它是亚特兰大游客必游景点，在它山顶的石壁上刻有美国南北战争时的巨型浮雕....游览完毕大概需要一天到两天，我下午两点才去，没有登顶[哼][哼]。但是山间花香和松树的香味非常宜人[害羞][害羞]
http://m.weibo.com/1241679004/Du3M3COaY,3557,197,1031,05月05日 05:24?来自iPhone 6,虽然我自己是出来了，但是我并不赞成中国人移民。因为只有一个国家留下了人民，祖国的发展才会有希望。譬如叙利亚，所有的国民都往外跑，国民都变成乌合之众，完全没有一点儿国家和民族的自豪感....[哼][哼]
http://m.weibo.com/1241679004/Du3vs9iCc,1940,40,624,05月05日 04:43?来自iPhone 6,美国人民真开放啊……[哼][哼]，是我已经老了吗？[哼][哼]
